"x_1","x_2","x_3","x_4","x_5","x_6","x_7","x_8","x_9","x_10","d","y"
7.97784320777282,3.59000546392053,7.70214551826939,9.31019377429038,9.2278628051281,4.9594118935056,7.83249031752348,7.74298232747242,2.84036403754726,3.70171123649925,1,3208.33029646888
7.53565094899386,1.86281779780984,8.04817042546347,9.05134248547256,4.19876439496875,4.32286406634375,8.55646528536454,7.27652737637982,9.23997413367033,8.10798814054579,3,544.655382167545
3.91255684196949,0.466793130617589,9.62671045446768,5.71620775619522,9.33025270234793,9.75219472078606,0.685768527910113,2.75993829127401,7.07754967734218,7.23510063719004,0,0
3.41556698316708,7.43822903838009,4.60313108982518,8.50682545220479,3.62831086851656,8.45379831967875,7.36263555008918,7.45802825549617,2.86322920350358,9.01078009745106,0,0
3.61294112633914,5.36331210983917,0.623937668278813,5.83586725406349,0.271355237346143,1.24225137289613,6.33553632767871,3.07306196307763,0.379538501147181,8.41848044423386,0,0
1.98344734497368,5.77481419313699,3.33054703427479,1.50986736873165,8.93227980704978,7.9052197188139,3.03225646493956,6.132732629776,3.59244854887947,0.230484269559383,0,0
5.34857962280512,5.88773280149326,5.01080082729459,4.4162368378602,6.81983841815963,5.61498249182478,3.57055833330378,9.79745407123119,8.4716367861256,3.96417762618512,2,2831.63655945183
0.965262413956225,5.81943763419986,2.17777147889137,7.70893843378872,1.00646617123857,9.20026903273538,5.8329621842131,9.08682023640722,7.45472932001576,3.82574672577903,2,572.875015650892
9.87846943084151,5.19590982003137,6.21157546527684,0.428343093954027,2.8541269316338,3.9124965807423,7.86412587622181,4.70314286416396,6.28664450952783,0.703209456987679,0,0
1.67569475946948,1.64864304475486,9.47103391867131,4.58059734199196,6.618326746393,5.82517177332193,0.059116359334439,8.7833110592328,3.7422244111076,8.22157614631578,2,538.712975629907
7.97989129787311,5.67846672609448,9.85024396330118,2.44902788195759,8.76000511925668,3.47082246094942,6.3903748919256,1.54159715864807,9.80915145017207,8.31246653106064,0,0
5.9379402291961,3.69374589761719,7.68757580313832,2.88055630866438,7.92864596005529,1.12253640778363,1.35087731294334,7.58277544286102,1.28759654704481,0.536643825471401,0,0
9.05310009606183,2.44806646835059,3.39452832937241,0.128445595037192,9.14252445567399,8.69262109976262,9.2633634689264,6.59619372338057,9.48939306661487,2.86043466534466,0,0
8.80848648259416,6.61469447426498,9.58541927160695,8.06337256217375,7.62347358977422,6.06219970853999,0.796192537527531,1.42630916787311,1.89670628635213,1.36894511524588,0,0
9.93836551206186,4.54171104123816,2.25455123232678,6.52016673469916,2.47252964414656,0.992690091952682,9.55454679904506,8.25589056825265,0.0808479217812419,8.67725872667506,0,0
8.95956335123628,7.98189842840657,8.51808195468038,7.72859772434458,2.57774808444083,6.24873700318858,0.211414690129459,1.83176580583677,0.120931630954146,4.57989531336352,0,0
8.78643351374194,9.84065161086619,4.66436131391674,5.11426926590502,2.3315840982832,2.434363712091,6.63129029562697,8.24187619611621,2.39426649874076,3.81730946246535,1,34108.73431857
1.97605749359354,6.87915906775743,3.64562873728573,2.72489568917081,2.87819573655725,8.961141994223,0.00668712891638279,3.17233386449516,7.10818152874708,8.7595374090597,1,3263.04305792816
3.34993600146845,1.64982386631891,0.555263310670853,2.58782582590356,9.81264861300588,5.64313924638554,2.13604561286047,6.21951281093061,0.796690140850842,6.32190728792921,0,0
7.7720631705597,3.55316791683435,3.04127828218043,7.08032989408821,5.72187459561974,0.32069779234007,8.1276571447961,6.80064964806661,6.38827427057549,4.23451618291438,0,0
1.59593555144966,2.34979744302109,6.48338731843978,3.60905910376459,5.54050966631621,2.72711167810485,3.75695381313562,3.78242861945182,2.83051477512345,6.98271638713777,0,0
0.806452506221831,4.73718842491508,9.12638878216967,2.68926011864096,5.43070369400084,5.77209129463881,8.12149288365617,5.08714769268408,6.65506121236831,6.79623080883175,0,0
1.32650338346139,1.23421712080017,8.48955348366871,8.74598093796521,3.02169436123222,9.59327490068972,0.971282757818699,3.82398626534268,1.63120058365166,3.77529337769374,0,0
1.71905398136005,0.482370695099235,6.97423862293363,2.17922990908846,2.09768371656537,4.0458664810285,6.01380706764758,1.75378664396703,0.616952755954117,4.62163485819474,0,0
4.77777836145833,2.8729834430851,2.32000548159704,7.26756781572476,8.19341732654721,2.29371282970533,8.80760696018115,9.89634789526463,1.60749104106799,5.83049207227305,1,4670.00375896248
7.00504772830755,2.61966279009357,3.37548701791093,8.60202162060887,0.790444267913699,3.06579643860459,1.52047763578594,5.42036159429699,6.77939943037927,2.82902372768149,1,94.2956874100856
8.79889062372968,9.14899952709675,7.95465066563338,1.11452527577057,6.82716876035556,8.61676826607436,5.79269098583609,0.0467107119038701,8.21556881768629,1.91980030154809,0,0
8.77793681342155,4.48862181510776,6.8480345280841,0.293942603748292,5.96365294419229,3.85985121130943,5.11139245005324,8.88040996622294,0.347256502136588,9.20166025869548,2,149.46748867891
8.53879594476894,9.35109606944025,4.03763574082404,7.35456423368305,7.99540637293831,1.18369149044156,0.664806487038732,6.24467573827133,2.13178576203063,1.81821437552571,0,0
1.65987515822053,3.81653322139755,1.64233257295564,5.73893294436857,1.52543227886781,6.91420581424609,3.31552856601775,3.94982235739008,4.32791140861809,5.88509674416855,0,0
5.22968753473833,6.37547108111903,3.43039757804945,9.56593858078122,8.82390746846795,9.5013168384321,0.892085323575884,6.18550365557894,4.89274791209027,3.7749314843677,0,0
8.69128200924024,1.38515672180802,9.69727260060608,0.445880070328712,5.55757485330105,9.59831585874781,5.28238989179954,0.997005342505872,9.39076157053933,2.10586055414751,0,0
2.31156688183546,8.87804296566173,8.56374771334231,7.02146128052846,6.68961907271296,2.74402668699622,6.57638455741107,6.47165606496856,9.56383656943217,4.43044939776883,1,9998.51959496623
1.19080906733871,4.23553701490164,3.64043732406572,3.28812224557623,7.5680535309948,3.61977747641504,3.99444750742987,2.70129722775891,0.569719462655485,3.41479619964957,1,1957.60707194149
8.23951226426288,7.83730750437826,4.0054184012115,5.3808802459389,7.23361945012584,4.64138608658686,9.57153952913359,9.29530995665118,1.62122501758859,9.27671149605885,0,0
0.80276979599148,9.38118570717052,0.510640398133546,7.44149815756828,9.51755754183978,4.1543183894828,4.16897228220478,0.713259240146726,9.52943825861439,2.0836588437669,0,0
9.5236306800507,2.69083634950221,9.7207195777446,9.3239854555577,3.84702331619337,2.26184421684593,1.82829255471006,2.27876911871135,6.79400642868131,1.78049711044878,0,0
8.71617361204699,2.703577876091,9.76380159845576,9.89527660887688,8.6864799587056,4.98524019494653,0.321689310949296,5.94459528801963,7.56635422352701,7.73447613231838,1,4358.56290902241
7.12153823114932,9.08689726609737,3.17129760747775,3.79652561154217,4.1063398681581,2.16467210557312,9.91671136347577,1.59715659916401,9.06552888453007,2.83604034921154,1,41906.0309397712
6.05404511326924,2.78096393682063,6.03624567156658,4.2578226653859,8.20027935318649,3.33152299048379,9.0761587372981,3.64370038267225,2.11844657547772,6.54494403628632,0,0
2.25432184292004,5.04381263861433,8.11588011682034,0.499986647628248,3.03734071785584,3.08773841243237,0.393983433023095,7.83375833416358,5.24041565833613,3.43752240994945,0,0
7.39595135906711,8.96259773755446,9.34776827692986,2.41331345401704,0.751045534852892,6.41381019726396,4.69025489175692,3.56248811818659,0.389746471773833,7.4836760526523,0,0
8.95542447222397,4.3341459822841,4.70923335757107,3.36179875768721,5.57164438767359,5.47316127922386,7.48542671557516,1.05463861953467,2.13701269123703,7.49766919761896,0,0
2.94463240541518,1.74083291552961,4.81532274512574,7.3965546162799,1.13254573661834,5.35199927398935,7.56794664310291,2.54397271899506,8.61920075025409,1.66711672674865,0,0
5.15352517133579,5.23498148657382,5.20815054420382,6.87224805122241,8.03297174395993,0.914513126481324,2.83330861944705,1.6196028329432,0.828585217241198,7.06758148036897,0,0
4.3464955012314,1.56527012819424,6.27425400307402,9.93926097871736,8.36097300518304,9.93559283902869,2.63181769521907,1.1180267832242,0.836532542016357,0.503407898359001,0,0
